professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Phil  Matheson,Utah Valley University,Physics department, Orem, UT,9.0,3.6,,3.2,Tough Grader (1)  Participation matters (1),25.0,10/08/2012,NAN,PHYS1010,1.5,4.0,,,,,0.0,0.0,He may be smart and know his stuff but he is a HORRIBLE professor and I love physics. He constantly talks down to the class and acts like he is revolutionizing your world view or like you have never thought about the universe before. He rushes over formulas and never does them with you he just shows a slide of how he did them.,64.0,male,hispanic,0.024467712,0.5329541,0.052933313,0.38964492,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
David  Cooper,Case Western Reserve University,Economics department, Cleveland, OH,5.0,4.0,,2.6,,22.0,12/06/2005,NAN,329,4.0,2.0,,,,,0.0,0.0,Coop is an ass but he knows it. I think he\'s just decided to run with it. Feel free to make fun of him he seems to enjoy it! The class isn\'t bad but you need to do some thinking on your own.,43.0,male,nh_white,0.012090117,0.1465351,0.32199353,0.5193812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark  Wessel,Glendale Community College,Fine Arts department, Glendale, CA,11.0,4.6,,2.7,,15.0,10/03/2005,NAN,DESIGN,5.0,5.0,,,,,0.0,1.0,No Comments,2.0,male,nh_white,0.05534918,0.19766766,0.27757257,0.46941057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce  Martin,Oakland Community College - Royal Oak,Physical Ed department, Royal Oak, MI,5.0,3.9,67%,2.3,Skip class? You won\'t pass. (9)  EXTRA CREDIT (7)  Inspirational (7)  Clear grading criteria (5)  Get ready to read (4)  Gives good feedback (4)  Participation matters (3)  Tough Grader (3)  LECTURE HEAVY (3)  Caring (2)  Hilarious (2)  GRADED BY FEW THINGS (2)  Respected (2)  GROUP PROJECTS (1)  BEWARE OF POP QUIZZES (1)  LOTS OF HOMEWORK (1)  Amazing lectures (1),68.0,06/17/2017,NAN,PER1300,5.0,4.0,Mandatory,Yes,Yes,,0.0,1.0,By far one of my favorite professors. He can be a little strict with guidelines and rules but he is always willing to help great at keeping the class attention and teaches well. You can see that he loves what he does but he also takes it seriously.,48.0,male,hispanic,0.017949367,0.5316649999999999,0.0064697544999999,0.4439158,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
David  Martin,Montgomery County Community College (all),Computer Science department, Blue Bell, PA,13.0,3.3,17%,3.1,LOTS OF HOMEWORK (5)  Get ready to read (3)  Tough Grader (2)  EXTRA CREDIT (1)  Participation matters (1)  Respected (1)  Clear grading criteria (1)  Skip class? You won\'t pass. (1)  BEWARE OF POP QUIZZES (1)  Gives good feedback (1),20.0,11/30/2016,NAN,CIS111,1.0,4.0,,Yes,No,,2.0,0.0,I just feel like he just made his course difficult on purpose . On the first day he told us that more than 50 % of his students fail so i don\'t know if its his fault or the students. He gives out quizzes everyday which is fine but what he teaches in class is completely irrelevant to what he gives out just as stated in the comments below.,69.0,male,nh_white,0.014697942,0.0942935,0.2602128,0.6307958,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
Jim  Walker,Indiana University Bloomington,Economics department, Bloomington, IN,12.0,3.9,,2.9,Gives good feedback (2)  Respected (2)  Skip class? You won\'t pass. (2)  EXTRA CREDIT (1)  Participation matters (1)  ACCESSIBLE OUTSIDE CLASS (1)  Clear grading criteria (1)  TEST HEAVY (1),27.0,04/24/2015,NAN,ECONE321,4.5,3.0,,Yes,,,0.0,0.0,Everyone was telling me how hard intermediate micro is but it really isn\'t too bad if you go to class. Prof Walker only tests on the material he teaches in class and assigns in homework. Just go take good notes and study a tiny bit and youll be fine. Walker passes more students than any of the other econ professors so take 321 with him.,65.0,male,nh_black,0.00532338,0.008238866,0.8739302,0.11250749,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Brian  George,Philadelphia University,Not Specified department, Philadelphia, PA,12.0,3.6,,3.0,Gives good feedback (1)  Get ready to read (1)  Clear grading criteria (1),14.0,04/26/2004,NAN,T101,3.5,4.0,,,,,0.0,0.0,Prof. George gives hard tests a lot of the time asking specific questions he is very knowledgable about the subject and even though he doesnt take attendance showing up on days when everyone else doesnt results in bonus points on exams which are needed,44.0,male,nh_white,0.01153358,0.07444102,0.04268707,0.87133837,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P  Lawson,Volunteer State Community College,Psychology department, Gallatin, TN,3.0,2.7,,3.3,,50.0,01/05/2009,NAN,PSY101,2.0,5.0,,,,,0.0,0.0,Do NOT take this woman for a video course... For one it will turn into an online course. Two the workload is absolutely ridiculous! If you do you will regret it!,31.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris  Hoyt,Western Carolina University,Philosophy department, Cullowhee, NC,12.0,3.5,,3.8,Get ready to read (7)  Tough Grader (4)  Gives good feedback (2)  Participation matters (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  TEST HEAVY (1)  Hilarious (1),34.0,12/01/2009,NAN,PAR309,2.5,4.0,,,,,1.0,0.0,Fun in class but ridiculous grading.,6.0,male,hispanic,0.020277206,0.5436576999999999,0.06252843,0.37353665,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
Aurora  Wallace,New York University,Communication department, New York, NY,13.0,3.6,,3.2,LECTURE HEAVY (1)  Clear grading criteria (1)  Get ready to read (1)  GRADED BY FEW THINGS (1)  Respected (1)  Amazing lectures (1),32.0,07/03/2005,NAN,HISTORYOFCOMM,4.5,3.0,,,,,0.0,0.0,Great professor. Great class. Interesting subject matter. Pick a good TA or the recitation is worthless. But Aurora does a great job on her own. The people that complain are lazy.,31.0,male,nh_white,0.0077924419999999,0.01605059,0.047668166,0.92848885,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Michael  Arminio,Miami Dade College (all),Science department, Miami, FL,2.0,4.3,,3.5,Tough Grader (9)  Hilarious (5)  Participation matters (3)  Gives good feedback (3)  Skip class? You won\'t pass. (3)  Amazing lectures (1)  Respected (1)  Get ready to read (1),94.0,05/04/2015,NAN,ESC1000,5.0,3.0,,Yes,,,0.0,0.0,He\'s so sweet I had to study more than for my other classes but I do not regret it at all. Always be present for class miss more than two classes and you\'re out- no joke. He will week out the weak ones so if you\'re looking for an easy professor look else where.,54.0,male,hispanic,0.0061468207,0.8034474,0.034711476,0.15569429,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Matthew  Reimer,St. Cloud State University,Health Science department, St. Cloud, MN,7.0,4.4,,1.2,,38.0,07/26/2010,NAN,PESS122,4.5,1.0,,,,,0.0,0.0,such an easy class if you just show up and do the work. If you miss more then 5 classes you automatically fail. Do the online quizzes and labs right away to get them over with takes like 3 hours to do everything and then you\'re done for the semester basically.,51.0,male,nh_black,0.0037592284,0.006951848,0.71576136,0.27352756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc  Stern,Bentley University,History department, Waltham, MA,11.0,3.2,,3.9,LECTURE HEAVY (1)  Get ready to read (1)  LOTS OF HOMEWORK (1),28.0,11/06/2016,NAN,HI346,3.0,4.0,Mandatory,Yes,No,A-,0.0,0.0,Head of history department. As with almost any elective at Bentley he takes the classes too seriously and the tests are graded toughly. That being said he does give you the list of terms and essay topics for the midterm and final a week in advance so that helps. Overall meh wouldn\'t take again but a super nice guy who cares a lot.,63.0,male,nh_white,0.010527528,0.091525175,0.23516615,0.6627811,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Vanessa  Mitchell,Volunteer State Community College,Psychology department, Gallatin, TN,14.0,4.4,,2.9,Tough Grader (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Gives good feedback (1),20.0,01/02/2009,NAN,PSY101,4.5,3.0,,,,,0.0,0.0,Miss Mitchell made my semester. I really ought to talk about her knowledgeability and the way she makes the material fun and interesting to the vast majority of disinterested students but all that pales in comparison to my huge crush on her. Shew. Yeah she really kills me. I\'ll leave it at that.,53.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Peggy  Maher,Maryville College,Languages department, Maryville, TN,13.0,2.7,,4.4,Tough Grader (2)  LOTS OF HOMEWORK (2)  Get ready to read (2)  Gives good feedback (1),11.0,11/21/2011,NAN,SLI321,4.5,5.0,,,,,0.0,0.0,Very strict but outstanding knowledge. Great teacher,7.0,male,nh_white,0.051889524,0.2770042,0.15977475,0.5113314999999999,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Steve  Wilson,Sonoma State University,Mathematics department, Rohnert Park, CA,8.0,3.7,,1.7,LOTS OF HOMEWORK (2)  Participation matters (2)  SO MANY PAPERS (1)  Caring (1)  Hilarious (1)  Clear grading criteria (1)  LECTURE HEAVY (1),75.0,04/28/2010,NAN,MATH045,3.0,1.0,,,,,0.0,0.0,he mumbles over every word that comes out of his mouth. teaches with his eyes closed and goes on random talks. all midterms are take home and you can retake them. goes over any homework question you ask him to in class. can turn in late hw. no one ever comes to class and there is no need to. he is a guy who means well and gets to know you. EASY!!!!,72.0,male,hispanic,0.010686591,0.5016725999999999,0.017180476,0.47046033,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
John  Burton,Connecticut College,Anthropology department, New London, CT,9.0,4.4,,2.6,,32.0,10/07/2009,NAN,ANT104,4.5,3.0,,,,,0.0,0.0,Very good storyteller chooses a wide variety of texts and is extremely animated making for a good lecture. Sometimes a little low on class discussions.,25.0,male,nh_white,0.017392045,0.14484592,0.18086927,0.6568928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazim  Ruhi,University of Maryland,Business department, College Park, MD,11.0,3.7,,3.1,Skip class? You won\'t pass. (2)  Tough Grader (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (1)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1)  Clear grading criteria (1)  Get ready to read (1),21.0,12/01/2016,NAN,BMGT230H,5.0,3.0,Not Mandatory,Yes,Yes,,0.0,0.0,Teacher is passionate about what he teaches very thorough and explains what is expected for the exams assignments and homework.,20.0,male,nh_white,0.01312496,0.024353404,0.38079727,0.58172435,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Muhammad  Sharif,University of Alabama,Engineering department, Tuscaloosa, AL,3.0,2.9,20%,3.1,LOTS OF HOMEWORK (13)  TEST HEAVY (5)  LECTURE HEAVY (5)  GRADED BY FEW THINGS (4)  Tough Grader (3)  Clear grading criteria (3)  Respected (2)  Amazing lectures (1)  BEWARE OF POP QUIZZES (1)  Skip class? You won\'t pass. (1)  Caring (1),29.0,05/17/2015,NAN,AEM311,5.0,1.0,,Yes,Yes,,2.0,3.0,I enjoyed Sharif as he was great at communicating. Explains hard conceptsproofs for those who are more interested but doesn\'t require too much on tests. I highly recommend going to lecture and taking good notes and trying out the hw. HW is good practice for tests but is small part of grade. Gives good reviews for tests and allows formula sheets,61.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0
Marc  Stern,Bentley University,History department, Waltham, MA,11.0,3.2,,3.9,LECTURE HEAVY (1)  Get ready to read (1)  LOTS OF HOMEWORK (1),28.0,12/03/2013,NAN,HI353,2.5,4.0,,,,,0.0,0.0,Definitely knows his stuff but has seriously high expectations for students. I like history (LSM Am. Studies) and worked really hard (went to office hours did the readings) and simply couldn\'t get an A on anything. He was not helpful when I asked him how to improve on future assignments. Hard exams (2) and hard on papers(3)/pres (1). Don\'t take.,60.0,male,nh_white,0.010527529,0.09152519,0.23516609,0.6627812,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Manuel  Daniels,Tallahassee Community College,Biology department, Tallahassee, FL,3.0,2.9,,3.5,,89.0,10/06/2010,NAN,BSC1005,4.0,2.0,,,,,0.0,0.0,"He is a nice guy offers extra credit and is willing to help. However he isn\'t that clear when he speaks because he talks fast and confuses himself at times. For the tests he simply says ""read the chapters look at the outline look at the tables do the learning outcomes and the chapter quizzes""...not very helpful and its a lot to study!!!",63.0,male,nh_white,0.0751001999999999,0.106011346,0.25058466,0.5683038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J  Allen,Volunteer State Community College,Health Science department, Gallatin, TN,11.0,4.6,,2.7,Inspirational (1)  Amazing lectures (1)  Tough Grader (1)  Caring (1)  Clear grading criteria (1)  Get ready to read (1),16.0,01/07/2016,NAN,AHC115,3.5,2.0,Not Mandatory,Yes,Yes,A,0.0,0.0,She is very straight and to the point. It is helpful to highlight in the book during lecture most of what she says and puts on the test comes straight from the it. Highlighting makes it a lot easier to study for her tests use that as your study guide. She does not take attendance but her lectures are definetly helpful for the tests.,64.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
J  Allen,Volunteer State Community College,Health Science department, Gallatin, TN,11.0,4.6,,2.7,Inspirational (1)  Amazing lectures (1)  Tough Grader (1)  Caring (1)  Clear grading criteria (1)  Get ready to read (1),16.0,11/17/2012,NAN,AHCAHC,4.0,3.0,,,,,1.0,1.0,Mrs. Allen is not the best teacher I\'ve ever had. She has no personality making it very hard to connect with her and she is very monotone. She does give you the terms needed to study for the test but it\'s just not terms. There are all kinds of required things to learn for the tests like: A&P procedures terms different diseases etc.,63.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Karen  Carr,Rhode Island College,Writing department, Providence, RI,8.0,3.3,,2.9,Get ready to read (6)  Participation matters (4)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Tough Grader (1)  GRADED BY FEW THINGS (1),44.0,09/03/2014,NAN,FYW,4.5,3.0,Mandatory,,,A-,0.0,0.0,Professor Carr is one of the best professors I have had thus far. She is extremely open minded and loves to hear your opinion regardless of her agreeing with it. As for people complaining about the amount of books and reading you can get her books cheaply online and don\'t complain about reading when you are in a literature class. That is silly!,63.0,male,nh_white,0.057025734,0.2469419,0.1882145,0.50781786,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Sandra  Clark,Anderson University,English department, Anderson, IN,5.0,1.9,,3.7,,20.0,12/09/2005,NAN,ENG,1.0,5.0,,,,,0.0,0.0,Mean.,1.0,male,nh_black,0.0030368296,0.0076902825,0.6541729000000001,0.33510008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony  James,Coastal Carolina Community College,History department, Jacksonville, NC,3.0,4.2,100%,3.3,Get ready to read (8)  Tough Grader (7)  Caring (5)  Amazing lectures (4)  Skip class? You won\'t pass. (3)  Respected (3)  GROUP PROJECTS (2)  LOTS OF HOMEWORK (2)  Gives good feedback (2)  Inspirational (2)  Clear grading criteria (2)  Participation matters (1)  LECTURE HEAVY (1)  ACCESSIBLE OUTSIDE CLASS (1)  Hilarious (1),46.0,02/24/2015,NAN,HIS131,2.5,5.0,Mandatory,Yes,,,0.0,0.0,"Welcome to college! Because in this class You MUST read the textbook you have to write 4 papers. He doesn\'t give out a study guide. He says ""the lecture is on one wavelength the textbook is on another and the tests cover both wavelengths"". You MUST study before the tests. I\'ll be surprised if I pass the class.",58.0,male,hispanic,0.006852621,0.85611624,0.025865553,0.11116557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
Carol  Bennet,Western Michigan University,English department, Kalamazoo, MI,6.0,4.3,,3.2,,10.0,09/18/2003,NAN,ENGLISH,2.5,3.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.01608045,0.4161487,0.041194953,0.5265759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nina-Nash  Robertson,Central Michigan University,Music department, Mount Pleasant, MI,14.0,4.0,,1.7,Inspirational (4)  Respected (3)  Hilarious (2)  Caring (1)  Participation matters (1)  Skip class? You won\'t pass. (1),27.0,07/13/2008,NAN,MUS183,4.5,2.0,,,,,0.0,0.0,Nina is the coolest person ever! I loved taking her class and I loved the music we got to sing. It was great!,23.0,male,nh_white,0.023864917,0.40464708,0.052973956,0.5185141,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Suzanne  Bernhardt,Bryn Athyn College,English department, Bryn Athyn, PA,14.0,2.6,,3.7,SO MANY PAPERS (1)  Get ready to read (1)  EXTRA CREDIT (1),16.0,01/28/2006,NAN,WRITING101,4.5,2.0,,,,,0.0,0.0,Very helpful and educated.,4.0,male,nh_white,0.009075307,0.031216262,0.44335094,0.51635754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Robert  Burton,California State University Chico,English department, Chico, CA,8.0,3.6,,2.6,Get ready to read (6)  Tough Grader (5)  Participation matters (4)  Skip class? You won\'t pass. (3)  SO MANY PAPERS (2)  GROUP PROJECTS (1)  Hilarious (1),44.0,04/02/2012,NAN,ENGL353,2.5,3.0,,,,,0.0,0.0,class is more like a book club class was huge (about 100+ people). he\'ll call you out for talking or leaving early so dont do it (he\'ll actually stop class until you contribute). you learn a lot from the cultural events you attend. its hard to get into the grove of writing 2-4 pages a week in blogs because he wants them done a VERY CERTAIN WAY,67.0,male,hispanic,0.013929932,0.58274835,0.032823265,0.37049845,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
Karlene  Ferrante,University of Wisconsin - Stevens Point,Communication department, Stevens Point, WI,11.0,3.6,,2.3,GROUP PROJECTS (3)  Gives good feedback (1)  Tough Grader (1)  Respected (1)  LOTS OF HOMEWORK (1)  Clear grading criteria (1)  Participation matters (1)  Caring (1),21.0,12/09/2014,NAN,397,4.0,3.0,,Yes,,A,0.0,0.0,Very invested in her students. Will do anything to help them succeed!,12.0,male,nh_black,0.005918894,0.01312325,0.7136111999999999,0.26734668,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Kazim  Ruhi,University of Maryland,Business department, College Park, MD,11.0,3.7,,3.1,Skip class? You won\'t pass. (2)  Tough Grader (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (1)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1)  Clear grading criteria (1)  Get ready to read (1),21.0,04/07/2014,NAN,BMGT230,2.5,4.0,Not Mandatory,,,,0.0,0.0,Confuses me gives good examples I learn better from examples on hw then teacher himself,15.0,male,nh_white,0.01312496,0.024353404,0.38079727,0.58172435,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Bonnie  Johnson,Fashion Institute of Technology,Mathematics department, New York, NY,4.0,2.2,,4.5,,37.0,01/27/2010,NAN,FM121,1.0,5.0,,,,,0.0,0.0,worst professor i\'ve ever had. drop this class asap.,9.0,male,nh_white,0.02704217,0.14060116,0.02729806,0.80505866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
